Doc Name,Intent Phrase,Intent,Sub Intent
07_1684_murder,suspected with probable cause' of having committed one or a number of offences,Murder,cause
07_1684_murder,"nearly 100 fraud, company, accounting and tax offences",Murder,action
07_1684_murder,provisionally arrested on 4 July 2006,Murder,judgement_final
07_1684_murder,Minister for Aboriginal Affairs v Peko-Wallsend Limited [1986] HCA 40,Murder,judgement_source
07_1684_murder,reflected actual charges which had been brought by the Finnish prosecution authorities against Mr Tervonen,Murder,evidence
07_1684_murder,considered he ought be arrested,Murder,judgement_final
07_1684_murder,Tervonen and others misled a number of parties ,Murder,action
07_1684_murder,"They gained control of, and used a company, Teemun Purku",Murder,action
07_1684_murder,Accounts were opened with an overdraft facility with several suppliers and service providers,Murder,action
07_1684_murder,The goods and services were ordered from those companies using the name Teemu Liukkonen,Murder,action
07_1684_murder,CDPP's summary suggested a connection between Mr Tervonen and others in misleading third parties,Murder,evidence
07_1684_murder,attempted aggravated fraud,Murder,action
07_1684_murder,five counts of aggravated forgery and two registration offences,Murder,action
07_1684_murder,Under the Extradition (Foreign States) Act 1966,Murder,judgement_source
07_1684_murder,Senator Johnston waived privilege that had previously been claimed over the whole of the dual criminality advice,Murder,judgement_final
07_1684_murder,"they found 59,000 euros in 500 euro notes in an envelope together with a SIM card",Murder,description
07_1684_murder,A fingerprint of Mr Siira was found on one of the euro notes in the envelope,Murder,evidence
07_1684_murder,"when the briefcase was seized during execution of the warrant, it contained correspondence relating to Mr Tervonen and his woman friend",Murder,evidence
07_1684_murder,a telephone conversation between Mr Tervonen and his brother Mika was intercepted in which they discussed a briefcase and the previous destruction of documents it had contained,Murder,evidence
07_1684_murder,"The email noted that the 2,000 euros had been sent before any fraud had taken place",Murder,evidence
07_1684_murder,Another email reported on some of the evidence collected using code names together with 'the real names' of Mr S&ouml;derqvist and Mr Raappana,Murder,evidence
07_1778_murder,applied for a protection class (XA) visa,Murder,action
07_1778_murder,application was refused by a delegate of the Minister for Immigration and Citizenship,Murder,judgement_final
07_1778_murder,his brother-in-law was suspected to be involved in the murders,Murder,action
07_1778_murder,"Hindu leader, Murugun",Murder,affected_parties
07_1778_murder,"wife of another Hindu leader, Muttu Krishnan",Murder,affected_parties
07_1778_murder,"another Hindu leader, Mr Suresh",Murder,affected_parties
07_1778_murder,stabbed,Murder,action
07_1778_murder,His house was set alight by Hindus while he and his family slept,Murder,injury
07_1778_murder,evidence he could provide in the criminal case against Jafarullah,Murder,motive
07_1778_murder,evidence regarding this group to be vague and lacking in detail,Murder,evidence
07_1778_murder,Tribunal does not accept the applicant's brother-in-law was implicated in the murder of Muttu Krishanan's wife,Murder,judgement_final
07_1778_murder,Tribunal does not accept the applicant's claims that he would be targeted by this alleged group,Murder,judgement_final
07_1778_murder,finds the applicant's fears of persecution are not well-founded,Murder,judgement_final
07_1778_murder,under section424A of the Act,Murder,judgement_source
07_1778_murder,Tribunal rejected those reasons,Murder,judgement_final
07_1778_murder,s 424A of the Migration Act 1958,Murder,judgement_source
07_1778_murder,NABE v Minister for Immigration and Multicultural and Indigenous Affairs (No 2) [2004] FCAFC 263 ; (2004) 144 FCR 1,Murder,judgement_source
07_1778_murder,appeal must be dismissed,Murder,judgement_final
07_1778_murder,appropriate to dismiss it with costs,Murder,judgement_final
08_199_murder,s 501(2) of the Migration Act 1958,Murder,judgement_source
08_199_murder,cancel the applicant's Transitional (Permanent) BF-C visa,Murder,judgement_final
08_199_murder,"applicant, a Vietnamese citizen, had been convicted of murder and attempted murder on 15 December 1989",Murder,cause
08_199_murder,sentenced to penal servitude for life,Murder,judgement_final
08_199_murder,"s 75(v) of the Constitution : Migration Act , s 476(1)",Murder,judgement_source
08_199_murder,malicious wounding,Murder,action
08_199_murder,sentenced to twelve months periodic detention,Murder,judgement_final
08_199_murder,assault,Murder,action
08_199_murder,carrying a fire arm under the influence of alcohol,Murder,action
08_199_murder,sentenced to three months imprisonment and fined,Murder,judgement_final
08_199_murder,involved in a shooting in a restaurant,Murder,action
08_199_murder,wounding with intent to murder,Murder,action
08_199_murder,"applicant should be sentenced to 21 years imprisonment in respect of his conviction for murder, with a minimum term of 16 years",Murder,judgement_final
08_199_murder,Nystrom v Minister for Immigration [2005] FCAFC 121 ; (2005) 143 FCR 420,Murder,judgement_source
08_199_murder,Minister for Immigration v Nystrom [2006] HCA 50 ; (2006) 230 ALR 370,Murder,judgement_source
08_199_murder,cancelled the applicant's visa,Murder,judgement_final
08_199_murder,extent of the disruption that would be caused to the applicant and his family in Australia by his removal to Vietnam,Murder,affected_parties
08_199_murder,applicant had two adult children in Australia,Murder,affected_parties
08_199_murder,Migration Act s 474(1) ; Plaintiff S157/2002 v Commonwealth (2003) 211 CLR 476,Murder,judgement_source
08_199_murder,applicant must pay the Minister's costs,Murder,judgement_final
08_199_murder,"Federal Court Rules (' FCR '), O 62 r 5(a)",Murder,judgement_source
08_199_murder,"sum of $5,500 as the amount of the costs to be allowed",Murder,judgement_final
08_256_murder,application was refused by a delegate of the Minister in January 2004,Murder,judgement_final
08_256_murder,he was an active member of the Freedom Party in Bangladesh,Murder,description
08_256_murder,harassed by his political opponents,Murder,action
08_256_murder,falsely charged with murdering a leader of the Awami League,Murder,action
08_256_murder,targeted by Muslim fundamentalists by reason of being married to a Christian girl,Murder,affected_parties
08_256_murder,decision not to grant a protection visa,Murder,judgement_final
08_256_murder,SZEXR v Minister for Immigration &amp; Citizenship [2007] FMCA 1856,Murder,judgement_source
08_256_murder,Part 7 of the Migration Act 1958,Murder,judgement_source
08_256_murder,"SZFDE v Minister for Immigration &amp; Citizenship [2007] HCA 35 at [30] , [2007] HCA 35 ; 237 ALR 64",Murder,judgement_source
08_256_murder,"Minister for Immigration &amp; Multicultural &amp; Indigenous Affairs v Lay Lat [2006] FCAFC 61 at [66] , [2006] FCA 61 ; 151 FCR 214 at 225",Murder,judgement_source
08_256_murder,one of the front side leaders of the Awami League was murdered,Murder,injury
08_256_murder,purported court documents he submitted stating that it took place in January 1998,Murder,evidence
08_256_murder,protection visa application contains a reference to the murder having been committed in January 1998,Murder,evidence
08_256_murder,"do not accept that the Applicant did, in fact live in hiding in the nine months before he left Bangladesh",Murder,judgement_final
08_256_murder,fact that he stayed on in Bangladesh for this nine month,Murder,evidence
08_256_murder,"Minister for Immigration &amp; Multicultural Affairs; Ex parte Durairajasingham [2000] HCA 1 at [67] , 168 ALR 407 at 423 per McHugh J",Murder,judgement_source
08_256_murder,"s 424A(1): SZBYR v Minister for Immigration &amp; Citizenship [2007] HCA 26 at [18] , [2007] FCA 26 ; 235 ALR 609 at 616 per Gleeson CJ, Gummow, Callinan, Heydon and Crennan JJ",Murder,judgement_source
08_256_murder,Coulton v Holcombe [1986] HCA 33 ; (1986) 162 CLR 1,Murder,judgement_source
08_256_murder,Appeal dismissed,Murder,judgement_final
08_256_murder,Appellant to pay the costs of the First Respondent of and incidental to the appeal,Murder,judgement_final
08_331_murder,s 16 of the Extradition Act 1988,Murder,judgement_source
08_331_murder,Applicant agreed with a Mr Michael Schmeer to find someone who would be prepared to murder their former wives,Murder,description
08_331_murder,attempted incitement to murder,Murder,action
08_331_murder,sections 211 and 30 of the German Criminal Code,Murder,judgement_source
08_331_murder,Applicant was to be surrendered to Germany and that a warrant had been issued for his surrender,Murder,judgement_final
08_331_murder,he ought be arrested,Murder,judgement_final
08_331_murder,Mr Karsten sought to challenge the decision of the magistrate,Murder,action
08_331_murder,conclusion as to an abuse of process,Murder,judgement_final
08_331_murder,Evidence of an ambivalent character,Murder,evidence
08_331_murder,"Application filed on 17 July 2007, as amended by way of a Further Amended Application filed on 7 November 2007, be dismissed",Murder,judgement_final
08_331_murder,Applicant to pay the costs of the Second Respondent,Murder,judgement_final
08_716_murder,applied to the Department of Immigration and Citizenship for a Protection (Class XA) Visa,Murder,action
08_716_murder,refused to grant that visa,Murder,judgement_final
08_716_murder,SZLRL v Minister for Immigration &amp; Citizenship [2008] FMCA 196,Murder,judgement_source
08_716_murder,murder or attempted murder,Murder,action
08_716_murder,drug smuggling,Murder,action
08_716_murder,applicant has embellished his claims for the purpose of enhancing his claims for a protection visa,Murder,judgement_final
08_716_murder,he is not a credible witness,Murder,witness
08_716_murder,"well founded fear of persecution from the authorities, fanatic Muslim thugs, and CPI(M) politicians",Murder,affected_parties
08_716_murder,"constantly threatened with abduction and death by Muslims, CPI(M) politicians, and thugs",Murder,affected_parties
08_716_murder,had to hide in many different parts of India before leaving,Murder,action
08_716_murder,he has had disputes and conflict with other fishermen in the area where he lives,Murder,description
08_716_murder,applicant is a Christian,Murder,description
08_716_murder,Application for Leave to Appeal is refused,Murder,judgement_final
08_716_murder,Applicant to pay the costs of the First Respondent fixed in the sum of $800,Murder,judgement_final
09_1526_robbery,s 501 of the Migration Act 1958,Robbery,judgement_source
09_1526_robbery,Ebner v Official Trustee in Bankruptcy [2000] HCA 63 ; (2000) 205 CLR 337 at [6],Robbery,judgement_source
09_1526_robbery,aggravated robbery of a service station in Kambah,Robbery,description
09_1526_robbery,"sentenced to 4 years imprisonment with a non-parole period of 18 months, with a release date of 21 February 2007",Robbery,judgement_final
09_1526_robbery,in company of another person,Robbery,robbers
09_1526_robbery,he entered Domino's Pizza in Mawson and threatened two employees with a large kitchen knife,Robbery,description
09_1526_robbery,cash register drawer containing $600.00,Robbery,stolen_items
09_1526_robbery,arrested and charged with aggravated burglary,Robbery,judgement_final
09_1526_robbery,evidence that the applicant had been identified as the likely perpetrator,Robbery,evidence
09_1526_robbery,made a telephone call to his co-accused to arrange a visit of one of the people referred to in his alibi,Robbery,evidence
09_1526_robbery,Mizan Ul Rahman Islam,Robbery,robbers
09_1526_robbery,section 12B of the Australian Federal Police Act 1979,Robbery,judgement_source
09_1526_robbery,released on bail by the ACT Supreme Court,Robbery,judgement_final
09_1526_robbery,arrested and charged with being in breach of his bail conditions,Robbery,judgement_final
09_1526_robbery,refuse the applicant's visa application,Robbery,judgement_final
09_1526_robbery,Minister for Immigration and Multicultural and Indigenous Affairs; ex parte Lam [2003] HCA 6 ; (2003) 214 CLR 1 at [38],Robbery,judgement_source
09_1526_robbery,decision of the Tribunal be set aside,Robbery,judgement_final
09_1526_robbery,matter be remitted to the Tribunal to be determined according to law,Robbery,judgement_final
09_1526_robbery,first respondent pay the applicant's costs of the application,Robbery,judgement_final
